formula,pattern,template_formula,template_file,roles,chalcogen,halide,charge_check
TiPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ti,Se,I,sum(role_charge*stoich)=2*Ch+X
TiTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Ti,Te,F,sum(role_charge*stoich)=2*Ch+X
TiTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ti,Te,Cl,sum(role_charge*stoich)=2*Ch+X
TiTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Ti,Te,Br,sum(role_charge*stoich)=2*Ch+X
TiTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ti,Te,I,sum(role_charge*stoich)=2*Ch+X
VPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:V,S,F,sum(role_charge*stoich)=2*Ch+X
VPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:V,S,Cl,sum(role_charge*stoich)=2*Ch+X
VPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:V,S,Br,sum(role_charge*stoich)=2*Ch+X
VPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:V,S,I,sum(role_charge*stoich)=2*Ch+X
VPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:V,Se,F,sum(role_charge*stoich)=2*Ch+X
VPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:V,Se,Cl,sum(role_charge*stoich)=2*Ch+X
VPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:V,Se,Br,sum(role_charge*stoich)=2*Ch+X
VPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:V,Se,I,sum(role_charge*stoich)=2*Ch+X
VTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:V,Te,F,sum(role_charge*stoich)=2*Ch+X
VTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:V,Te,Cl,sum(role_charge*stoich)=2*Ch+X
VTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:V,Te,Br,sum(role_charge*stoich)=2*Ch+X
VTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:V,Te,I,sum(role_charge*stoich)=2*Ch+X
NbPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Nb,S,F,sum(role_charge*stoich)=2*Ch+X
NbPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Nb,S,Cl,sum(role_charge*stoich)=2*Ch+X
NbPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Nb,S,Br,sum(role_charge*stoich)=2*Ch+X
NbPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Nb,S,I,sum(role_charge*stoich)=2*Ch+X
NbPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Nb,Se,F,sum(role_charge*stoich)=2*Ch+X
NbPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Nb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NbPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Nb,Se,Br,sum(role_charge*stoich)=2*Ch+X
NbPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Nb,Se,I,sum(role_charge*stoich)=2*Ch+X
NbTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Nb,Te,F,sum(role_charge*stoich)=2*Ch+X
NbTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Nb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NbTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Nb,Te,Br,sum(role_charge*stoich)=2*Ch+X
NbTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Nb,Te,I,sum(role_charge*stoich)=2*Ch+X
MoPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Mo,S,F,sum(role_charge*stoich)=2*Ch+X
MoPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Mo,S,Cl,sum(role_charge*stoich)=2*Ch+X
MoPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Mo,S,Br,sum(role_charge*stoich)=2*Ch+X
MoPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Mo,S,I,sum(role_charge*stoich)=2*Ch+X
MoPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Mo,Se,F,sum(role_charge*stoich)=2*Ch+X
MoPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Mo,Se,Cl,sum(role_charge*stoich)=2*Ch+X
MoPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Mo,Se,Br,sum(role_charge*stoich)=2*Ch+X
MoPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Mo,Se,I,sum(role_charge*stoich)=2*Ch+X
Te2MoPdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Mo,Te,F,sum(role_charge*stoich)=2*Ch+X
Te2MoPdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Mo,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Te2MoPdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Mo,Te,Br,sum(role_charge*stoich)=2*Ch+X
Te2MoPdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Mo,Te,I,sum(role_charge*stoich)=2*Ch+X
ZrPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Zr,S,F,sum(role_charge*stoich)=2*Ch+X
ZrPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Zr,S,Cl,sum(role_charge*stoich)=2*Ch+X
ZrPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Zr,S,Br,sum(role_charge*stoich)=2*Ch+X
ZrPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Zr,S,I,sum(role_charge*stoich)=2*Ch+X
ZrPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Zr,Se,F,sum(role_charge*stoich)=2*Ch+X
ZrPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Zr,Se,Cl,sum(role_charge*stoich)=2*Ch+X
ZrPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Zr,Se,Br,sum(role_charge*stoich)=2*Ch+X
ZrPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Zr,Se,I,sum(role_charge*stoich)=2*Ch+X
ZrTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Zr,Te,F,sum(role_charge*stoich)=2*Ch+X
ZrTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Zr,Te,Cl,sum(role_charge*stoich)=2*Ch+X
ZrTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Zr,Te,Br,sum(role_charge*stoich)=2*Ch+X
ZrTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Zr,Te,I,sum(role_charge*stoich)=2*Ch+X
HfPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Hf,S,F,sum(role_charge*stoich)=2*Ch+X
HfPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Hf,S,Cl,sum(role_charge*stoich)=2*Ch+X
HfPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Hf,S,Br,sum(role_charge*stoich)=2*Ch+X
HfPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Hf,S,I,sum(role_charge*stoich)=2*Ch+X
HfPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Hf,Se,F,sum(role_charge*stoich)=2*Ch+X
HfPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Hf,Se,Cl,sum(role_charge*stoich)=2*Ch+X
HfPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Hf,Se,Br,sum(role_charge*stoich)=2*Ch+X
HfPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Hf,Se,I,sum(role_charge*stoich)=2*Ch+X
HfTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Hf,Te,F,sum(role_charge*stoich)=2*Ch+X
HfTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Hf,Te,Cl,sum(role_charge*stoich)=2*Ch+X
HfTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Hf,Te,Br,sum(role_charge*stoich)=2*Ch+X
HfTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Hf,Te,I,sum(role_charge*stoich)=2*Ch+X
TaPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Ta,S,F,sum(role_charge*stoich)=2*Ch+X
TaPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ta,S,Cl,sum(role_charge*stoich)=2*Ch+X
TaPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Ta,S,Br,sum(role_charge*stoich)=2*Ch+X
TaPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ta,S,I,sum(role_charge*stoich)=2*Ch+X
TaPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Ta,Se,F,sum(role_charge*stoich)=2*Ch+X
TaPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ta,Se,Cl,sum(role_charge*stoich)=2*Ch+X
TaPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Ta,Se,Br,sum(role_charge*stoich)=2*Ch+X
TaPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ta,Se,I,sum(role_charge*stoich)=2*Ch+X
TaTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Ta,Te,F,sum(role_charge*stoich)=2*Ch+X
TaTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ta,Te,Cl,sum(role_charge*stoich)=2*Ch+X
TaTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Ta,Te,Br,sum(role_charge*stoich)=2*Ch+X
TaTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ta,Te,I,sum(role_charge*stoich)=2*Ch+X
PdWS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:W,S,F,sum(role_charge*stoich)=2*Ch+X
PdWS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:W,S,Cl,sum(role_charge*stoich)=2*Ch+X
PdWS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:W,S,Br,sum(role_charge*stoich)=2*Ch+X
PdWS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:W,S,I,sum(role_charge*stoich)=2*Ch+X
PdWSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:W,Se,F,sum(role_charge*stoich)=2*Ch+X
PdWSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:W,Se,Cl,sum(role_charge*stoich)=2*Ch+X
PdWSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:W,Se,Br,sum(role_charge*stoich)=2*Ch+X
PdWSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:W,Se,I,sum(role_charge*stoich)=2*Ch+X
Te2PdWF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:W,Te,F,sum(role_charge*stoich)=2*Ch+X
Te2PdWCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:W,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Te2PdWBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:W,Te,Br,sum(role_charge*stoich)=2*Ch+X
Te2PdWI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:W,Te,I,sum(role_charge*stoich)=2*Ch+X
FePdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Fe,S,F,sum(role_charge*stoich)=2*Ch+X
FePdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Fe,S,Cl,sum(role_charge*stoich)=2*Ch+X
FePdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Fe,S,Br,sum(role_charge*stoich)=2*Ch+X
FePdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Fe,S,I,sum(role_charge*stoich)=2*Ch+X
FePdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Fe,Se,F,sum(role_charge*stoich)=2*Ch+X
FePdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Fe,Se,Cl,sum(role_charge*stoich)=2*Ch+X
FePdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Fe,Se,Br,sum(role_charge*stoich)=2*Ch+X
FePdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Fe,Se,I,sum(role_charge*stoich)=2*Ch+X
FeTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Fe,Te,F,sum(role_charge*stoich)=2*Ch+X
FeTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Fe,Te,Cl,sum(role_charge*stoich)=2*Ch+X
FeTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Fe,Te,Br,sum(role_charge*stoich)=2*Ch+X
FeTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Fe,Te,I,sum(role_charge*stoich)=2*Ch+X
PdRuS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Ru,S,F,sum(role_charge*stoich)=2*Ch+X
PdRuS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ru,S,Cl,sum(role_charge*stoich)=2*Ch+X
PdRuS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Ru,S,Br,sum(role_charge*stoich)=2*Ch+X
PdRuS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ru,S,I,sum(role_charge*stoich)=2*Ch+X
PdRuSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Ru,Se,F,sum(role_charge*stoich)=2*Ch+X
PdRuSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ru,Se,Cl,sum(role_charge*stoich)=2*Ch+X
PdRuSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Ru,Se,Br,sum(role_charge*stoich)=2*Ch+X
PdRuSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ru,Se,I,sum(role_charge*stoich)=2*Ch+X
Te2PdRuF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Ru,Te,F,sum(role_charge*stoich)=2*Ch+X
Te2PdRuCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Ru,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Te2PdRuBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Ru,Te,Br,sum(role_charge*stoich)=2*Ch+X
Te2PdRuI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Ru,Te,I,sum(role_charge*stoich)=2*Ch+X
PdRhS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Rh,S,F,sum(role_charge*stoich)=2*Ch+X
PdRhS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Rh,S,Cl,sum(role_charge*stoich)=2*Ch+X
PdRhS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Rh,S,Br,sum(role_charge*stoich)=2*Ch+X
PdRhS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Rh,S,I,sum(role_charge*stoich)=2*Ch+X
PdRhSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Rh,Se,F,sum(role_charge*stoich)=2*Ch+X
PdRhSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Rh,Se,Cl,sum(role_charge*stoich)=2*Ch+X
PdRhSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Rh,Se,Br,sum(role_charge*stoich)=2*Ch+X
PdRhSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Rh,Se,I,sum(role_charge*stoich)=2*Ch+X
Te2PdRhF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Rh,Te,F,sum(role_charge*stoich)=2*Ch+X
Te2PdRhCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Rh,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Te2PdRhBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Rh,Te,Br,sum(role_charge*stoich)=2*Ch+X
Te2PdRhI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Rh,Te,I,sum(role_charge*stoich)=2*Ch+X
BiPdS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Bi,S,F,sum(role_charge*stoich)=2*Ch+X
BiPdS2Cl,B1C1_Ch2_X1,MnBiS2Cl,mp-558130.cif,B1:Pd;C1:Bi,S,Cl,sum(role_charge*stoich)=2*Ch+X
BiPdS2Br,B1C1_Ch2_X1,MnBiS2Br,mp-557805.cif,B1:Pd;C1:Bi,S,Br,sum(role_charge*stoich)=2*Ch+X
BiPdS2I,B1C1_Ch2_X1,MnBiSe2I,mp-569109.cif,B1:Pd;C1:Bi,S,I,sum(role_charge*stoich)=2*Ch+X
BiPdSe2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Bi,Se,F,sum(role_charge*stoich)=2*Ch+X
BiPdSe2Cl,B1C1_Ch2_X1,MnBiS2Cl,mp-558130.cif,B1:Pd;C1:Bi,Se,Cl,sum(role_charge*stoich)=2*Ch+X
BiPdSe2Br,B1C1_Ch2_X1,MnBiS2Br,mp-557805.cif,B1:Pd;C1:Bi,Se,Br,sum(role_charge*stoich)=2*Ch+X
BiPdSe2I,B1C1_Ch2_X1,MnBiSe2I,mp-569109.cif,B1:Pd;C1:Bi,Se,I,sum(role_charge*stoich)=2*Ch+X
BiTe2PdF,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pd;C1:Bi,Te,F,sum(role_charge*stoich)=2*Ch+X
BiTe2PdCl,B1C1_Ch2_X1,MnBiS2Cl,mp-558130.cif,B1:Pd;C1:Bi,Te,Cl,sum(role_charge*stoich)=2*Ch+X
BiTe2PdBr,B1C1_Ch2_X1,MnBiS2Br,mp-557805.cif,B1:Pd;C1:Bi,Te,Br,sum(role_charge*stoich)=2*Ch+X
BiTe2PdI,B1C1_Ch2_X1,MnBiSe2I,mp-569109.cif,B1:Pd;C1:Bi,Te,I,sum(role_charge*stoich)=2*Ch+X
SbPdS2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Sb,S,F,sum(role_charge*stoich)=2*Ch+X
SbPdS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Sb,S,Cl,sum(role_charge*stoich)=2*Ch+X
SbPdS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pd;C1:Sb,S,Br,sum(role_charge*stoich)=2*Ch+X
SbPdS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Sb,S,I,sum(role_charge*stoich)=2*Ch+X
SbPdSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Sb,Se,F,sum(role_charge*stoich)=2*Ch+X
SbPdSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Sb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
SbPdSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Sb,Se,Br,sum(role_charge*stoich)=2*Ch+X
SbPdSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Sb,Se,I,sum(role_charge*stoich)=2*Ch+X
SbTe2PdF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pd;C1:Sb,Te,F,sum(role_charge*stoich)=2*Ch+X
SbTe2PdCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pd;C1:Sb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
SbTe2PdBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pd;C1:Sb,Te,Br,sum(role_charge*stoich)=2*Ch+X
SbTe2PdI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pd;C1:Sb,Te,I,sum(role_charge*stoich)=2*Ch+X
AlPtS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pt;C1:Al,S,F,sum(role_charge*stoich)=2*Ch+X
AlPtS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Al,S,Cl,sum(role_charge*stoich)=2*Ch+X
AlPtS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pt;C1:Al,S,Br,sum(role_charge*stoich)=2*Ch+X
AlPtS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Al,S,I,sum(role_charge*stoich)=2*Ch+X
AlPtSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pt;C1:Al,Se,F,sum(role_charge*stoich)=2*Ch+X
AlPtSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Al,Se,Cl,sum(role_charge*stoich)=2*Ch+X
AlPtSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pt;C1:Al,Se,Br,sum(role_charge*stoich)=2*Ch+X
AlPtSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Al,Se,I,sum(role_charge*stoich)=2*Ch+X
AlTe2PtF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pt;C1:Al,Te,F,sum(role_charge*stoich)=2*Ch+X
AlTe2PtCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Al,Te,Cl,sum(role_charge*stoich)=2*Ch+X
AlTe2PtBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pt;C1:Al,Te,Br,sum(role_charge*stoich)=2*Ch+X
AlTe2PtI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Al,Te,I,sum(role_charge*stoich)=2*Ch+X
GaPtS2F,B1C1_Ch2_X1,SrBiS2F,mp-1078631.cif,B1:Pt;C1:Ga,S,F,sum(role_charge*stoich)=2*Ch+X
GaPtS2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Ga,S,Cl,sum(role_charge*stoich)=2*Ch+X
GaPtS2Br,B1C1_Ch2_X1,MnSbS2Br,mp-554061.cif,B1:Pt;C1:Ga,S,Br,sum(role_charge*stoich)=2*Ch+X
GaPtS2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Ga,S,I,sum(role_charge*stoich)=2*Ch+X
GaPtSe2F,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pt;C1:Ga,Se,F,sum(role_charge*stoich)=2*Ch+X
GaPtSe2Cl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Ga,Se,Cl,sum(role_charge*stoich)=2*Ch+X
GaPtSe2Br,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pt;C1:Ga,Se,Br,sum(role_charge*stoich)=2*Ch+X
GaPtSe2I,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Ga,Se,I,sum(role_charge*stoich)=2*Ch+X
GaTe2PtF,B1C1_Ch2_X1,SrSbSe2F,mp-556194.cif,B1:Pt;C1:Ga,Te,F,sum(role_charge*stoich)=2*Ch+X
GaTe2PtCl,B1C1_Ch2_X1,MnSbS2Cl,mp-555844.cif,B1:Pt;C1:Ga,Te,Cl,sum(role_charge*stoich)=2*Ch+X
GaTe2PtBr,B1C1_Ch2_X1,MnSbSe2Br,mp-567478.cif,B1:Pt;C1:Ga,Te,Br,sum(role_charge*stoich)=2*Ch+X
GaTe2PtI,B1C1_Ch2_X1,MnSbSe2I,mp-570268.cif,B1:Pt;C1:Ga,Te,I,sum(role_charge*stoich)=2*Ch+X
